"id_schedule_block",Session Title,Date,Start Time,End Time,Description,Location,Track Title,UID
17627,"Plus Size Cosplay: Altering a Cosplay for your Body Type",08/12/2016,19:00,20:00,"This panel is all about learning how to alter a costume and alter patterns to fit your specific body type. Being plus sized cosplayers we know the struggles of making the costume to tee as well as look good on our body types. We also have friends all shapes and sizes that can answer questions about any other body type questions.  (EA Perkins, Taylor Pate, Ujichan)","P2","Cosplay",
17633,"Anime 101 for parents  (PG version)",08/12/2016,19:00,21:00,"This panel is designed for people new to the Anime scene or for parents to get a better understanding of the types of anime and what the different meanings for them really are. This panel is headed by 2 parents who know and learned the anime scene. This will also cover sugestions on how to enjoy the Japanise Pop culture to relate better w/ your kids. Also there will be how-to for some of the simple yet popular dishes like Orignri (Rice Balls) and Japanse Ramen and where to get the 'authentic' items. Some NON-OFFENSIVE anime examples will be shown. This will be the second year so we have IMPROVED CONTENT and more information (Dan, Elizabeth)","P3","Anime",
17638,"Cosplay Groups 101",08/12/2016,19:00,20:00,"Ever tried to form a cosplay group, only to have to fall apart before you make it to the con? Tired of dealing with constant drama in your cosplay group? Come to get the 411 on how to avoid common cosplay group pitfalls. (Space Cadet, soleil, Storieteller, alysonhi)","P4","Cosplay",
16537,"Pathfinder Society 5-08: The Confirmation",08/12/2016,19:30,00:30,"Almost all Pathfinders undergo extensive training for three or more years to learn the tricks of the trade, and their last test before graduating from the ranks of the initiates to the status of a full Pathfinder agent is the Confirmation, a special research project that involves considerable fieldwork and is designed to simulate the initiates' future work as a Pathfinder. Even the noteworthy field commissioned agents sometimes participate in such trials as a way to familiarize themselves with the Pathfinder Society’s rules and expectations. Although Confirmation is typically an individual affair, the society recently discovered a site on the Isle of Kortos that would be perfect for initiates but perhaps too dangerous to handle alone. Successfully uncovering this site’s secrets will not only contribute to the society’s body of knowledge but shape the exciting careers ahead for each of the prospective agents. (Level 1-2)","G6A","",
16538,"Pathfinder Society 7-12: The Twisted Circle",08/12/2016,19:30,00:30,"A magical war between the archmages Geb and Nex left the landscape between their nations scarred and wracked by magical anomalies—a barren stretch known as the Mana Wastes. During the conflict, their generals also created countless weapons and defenses that pushed the limits of magic, yet most of these were destroyed in battle or lost forever. Recent investigations suggest that some of this ancient power is at play in an insular town outside Alkenstar, but there the trail runs cold. Can the PCs uncover the truth while braving the residents' eccentricities? (Level 1-5)","G6B","",
16539,"Pathfinder Society 7-08: To Judge a Soul Part 2: Karma Reclaimed",08/12/2016,19:30,00:30,"Venture-Captain Bakten's past lives and the history of northern Tian Xia are interwoven, and with the PCs' assistance he has uncovered a troubling legacy secreted within the mountains of Zi Ha. It is up to the Pathfinders to ascend into the ice-capped mountains to unveil the crimes of past generations and save one of the region's greatest heroes. “Karma Reclaimed” is the final scenario in the two-part To Judge a Soul campaign arc. It follows Pathfinder Society Scenario #7-06: 'The Lost Legacy' Both chapters are intended to be played in order. (Level 3-7)","G6C","",
16540,"Pathfinder Society 6-06: Hall of the Flesh Eaters",08/12/2016,19:30,00:30,"Shrouded in thick fog, the shifting Gloomspires north of the Shackles have long frustrated explorers. However, a recent discovery by the Pathfinder Society has revealed a brief opportunity to navigate the columns safely and search for the lost treasure of the legendary pirate Eightfingers. The only problem is that the Pathfinders are not the only visitors to the Gloomspires. (Level 1-5)","G6D","",
16541,"Pathfinder Society 7-25: Orders from the Gate",08/12/2016,19:30,00:30,"Ongoing unrest in Cheliax has strained the nation’s military resources, so when the Order of the Gate sensed an imminent disaster brewing in the Menador Mountains, it had to seek outside assistance. The Pathfinder Society has answered the call. After all, the same site the Hellknights identified is one of the ancient ruins the Society has long wanted to study. Can the PCs salvage the site’s historic wonders while also honoring their commitment to the Order of the Gate? (Level 5-9)","G6E","",
16542,"Pathfinder Society 7-28: Ageless Ambitions",08/12/2016,19:30,00:30,"The time has come to strike down the vile Korholm Agenda, the faction of the Aspis Consortium that launched a staggering attack against the Pathfinder Society a year ago. The Agenda’s leader has allied himself with one of the most powerful men in Thuvia, and together they are on the cusp of pitching the entire region into a brutal war of conquest and greed. The Pathfinder Society has placed its trust in the PCs to stop this internecine conflict. To do so, they must confront the Korholm Agenda’s leader in his own domain. (Level 7-11)","G6F","",
16543,"Pathfinder Society 6-98: Serpent's Rise",08/12/2016,19:30,00:30,"Years of political maneuvering, espionage, smuggling, and diplomacy have set the stage for the Aspis Consortium’s most ambitious attack on their Inner Sea rivals: the Pathfinder Society. All that remains are several key preparations that only an elite team of Aspis agents can arrange, and once the fireworks begin, these same agents must strike quickly and mercilessly to secure objectives—some shared and some connected to deeper plots—and escape without the Society being any the wiser. (Pregen 7)","G6G","",
16544,"Pathfinder Society 7-99: Through Maelstrom Rift",08/12/2016,19:30,00:30,"Even the limitless Plane of Air is at risk of eldritch instability, and a cult dedicated to the planes’ integrity has sensed an imminent calamity brewing deep within a primal storm. In this special adventure, the players portray a diverse coalition of elemental guardians that must embark on perilous journey into the maelstrom’s heart and avert a disaster that threatens the Inner Sphere. (Pregen 6)","G6H","",
16546,"Pathfinder Adventure Card Game : Season of the Goblin",08/12/2016,19:30,00:30,"An adaptation of the Free RPG Day adventures We Be Goblins! & We Be Goblins Too!. Birds will be crunched, toads will be licked, & many, many things will be exploded.","G6J","",
17116,"Battletech : Traitor Game",08/12/2016,20:00,01:00,"Clan vs Inner Sphere combat with a twist.  Your teammates 'having your back' takes a sinister twist.  ","G2","",
17585,"D&D3.5 The Twilight Tower",08/12/2016,20:00,00:00," The twilight tower is a horror and mystery level 1 adventure that has the party exploring an otherworldly mansion in search of clues towards the disappearance of a military tower. It is not a task for the faint of heart or the reckless.","G3","",
17618,"Opening Ceremonies",08/12/2016,20:00,21:30,"The official start to the convention! Event details, Guest Introductions, Taiko and more! (Akemi Takada, Amelie Belcher, Sake Visual, Austin Tindle, Ayana Nishino, Chikashi Kubota, Erica Mendez, Fumi Hirano, Gilles Poitras, Greggo, Kazuhiro Miwa, Kristen McGuire, Lindsay Seidel, Lisle Wilkerson, Mark Crilley, Melissa Ng, Micah Solusod, Robert Woodhead, Shingo Natsume, Shino Kakinuma, Shuhei Morita, Toshio Furukawa)","ME","",
17620,"My Immortal: The Worst Fan Fiction Ever",08/12/2016,20:00,21:00,"This one man show will have audience interaction as he does a dramatic reading/comical analysis of the 'worst fan fiction ever' entitled My Immortal.  Determine the voice of characters and even get to help read.  No fan fictions were hurt in the making of this panel.   (Fracture)","P1","Off Topic",
17639,"Living/Working Abroad in Japan",08/12/2016,20:00,21:30,"Have dreams of living abroad in Japan and working there? Join an informational panel held by Mary, aka kawaiijutsu on Youtube. She worked as an ALT for both JET and Interac for 3 years, and is here to tell everyone the best ways to go about applying, and some advice and other information about living there. Of course, there will be plenty of time at the end for questions. If you’re serious about wanting to make the move, come learn more about it! (kawaiijutsu)","P4","Off Topic",
17645,"Nerdcore Comedy",08/12/2016,20:00,21:30,"Nerdcore Comedy returns to A-kon! The Power Rangers of geek humor are back bringing you their patented brand of nerd-oriented jocularity for your entertainment! They perform at clubs and showcases across the country, but it's the Nerdcore Showcases where they feel most at home. Come celebrate your nerd heritage with all things comic books, RPGs, video games and most importantly that nerd sensibility we share in everyday life. (Mike V Suarez, Alex Ansel, Thomas Nichols)","P5","Off Topic",
17654,"Yokai PAC: Ghost in the Shill!",08/12/2016,20:00,02:00,"The King of the Spirit World has left the immortal coil, leaving a void in Yokai Society!  It's up to you to help decide who will be the Spiritual Successor!  AH-HAAA!  It could be anyone, even you!  Come join Saturday Night LARP for a fun night of silly, nonsense political mayhem!  (... not to be confused with actual politics) (Daymorn, Dairun Cates, Amy Peterson, HappyRich12, The Dave, Nick, Bangarang, Axolmotl)","P6","Gaming",
16971,"Summer Wars",08/12/2016,20:00,22:00,"When timid eleventh-grader and math genius Kenji Koiso is asked by older student and secret crush Natsuki to come with her to her family’s Nagano home for a summer job, he agrees without hesitation. Natsuki’s family, the Jinnouchi clan, dates back to the Muromachi era, and they’ve all come together to celebrate the 90th birthday of the spunky matriarch of the family, Sakae. That’s when Kenji discovers his “summer job” is to pretend to be Natsuki’s fiancé and dance with her at the birthday celebration. As Kenji attempts to keep up with Natsuki’s act around her family, he receives a strange math problem on his cell phone which, being a math genius, he can’t resist solving. As it turns out, the solution to the mysterious equation causes a hijacking of the social networking site through which most of the world's social and business traffic flows. (Thanks to Funimation)","V1","",
16972,"Showa Genroku Rakugo Shinjuu",08/12/2016,20:00,22:00,"The year was 1970s. Fascinated by the performance of rakugo master Yakumo the 8th at a philanthropic show in a prison, delinquent Kyōji visited Yakumo immediately after serving his term, begging Yakumo to take him in as an apprentice. To his surprise, master Yakumo agreed without much hesitation, yet things progressed not quite as Kyōji expected. (Thanks to Crunchyroll)","V2","",
16967,"Mikagura School Suite",08/12/2016,20:00,22:00,"High school student Eruna Ichinomiya enters the Mikagura Academy dreaming of a boarding school life filled with beauty. However, Eruna finds out that in the culture clubs, there is a rule that battles that are fought with special powers decide a club representative's treatment. Through various circumstances, Eruna becomes a representative of a club, and is thrown into the fray. (Thanks to Funimation)","V3","",
17657,"Iron Cosplay!",08/12/2016,20:00,21:30,"Love Iron Chef? Well come play the cosplay version! Teams compete by creating the best cosplay outfit they can using boxes of materials and the secret ‘ingredient’.    -Presented by Mu Epsilon Kappa- (ChibiBritt, MINDTAILOR, Tallasse, Animetriplicate, Luvsillyllama, Mizu)","W2","Cosplay",
16669,"Meet Micah Solusod",08/12/2016,21:00,22:00,"Come meet Micah Solusod, whose voice you may have heard on shows such as Soul Eater, Wolf Children, Space Dandy, Tokyo Ghoul, Noragami, Assassination Classroom and many more. (Micah Solusod)","P1","Anime",
17628,"Pattern Altering & Making ",08/12/2016,21:00,22:00,"Here we will teach you how to alter and shape patterns to cater to your cosplay. Putting pieces together to changing the shapes of the pieces we have done it all and want to pass on the knowledge onto you! We have also made many of our patterns from scratch and existing garments and we are going to share some tips and tricks!  (EA Perkins, Taylor Pate, Ujichan)","P2","Cosplay",
17634,"Cosplay Horror Stories",08/12/2016,21:00,22:00,"Sometimes cosplayers do some pretty stupid things all in the name of costuming. In this possibly informative panel a group of veteran cosplayers will regale you with tales of horror, from hot glue burns to blood, it's not a finished costume until someone gets hurt. Feel free to bring your own stories as we all kick back and remember how dumb we were that one time. (Cat-chan, CC, Gren, Ash)","P3","Cosplay",
17621,"Conning and Cosplaying: A Guide for Beginners from Beginners",08/12/2016,22:00,23:00,"Being a beginning Cosplayer or Con-goer, who better to learn from than someone who’s not quite a Novice but also not a Beginner (a bovice?)? Bring all your questions, comments, concerns, or even just tips and tricks you’ve learned along the way about Cons and Cosplay. We will be discussing budgeting, planning and executing your first Cosplay and attending your first con, and at the end there will be a time for everyone to share their own personal stories or tips. Everyone, from Beginner to Master is welcome. (Jala, A-Fan)","P1","Anime",
16668,"Anatomy For The Artist 101",08/12/2016,22:00,00:00,"Learn the rules of drawing the human body with a concentration on breaking the rules for drawing Manga and Anime. Amelie Belcher, artist extraordinaire, breaks it down like a BOSS! (Amelie Belcher)","P2","Art",
17635,"Team Trivia",08/12/2016,22:00,00:00,"Do you know a ton of obscure facts about anime? If not, that's okay! Come on down and join a team that has all the answers. You might surprise yourself with something you can contribute, and make new friends while you play a fun game. (hooliganj)","P3","Anime",
17640,"Fanfiction 101",08/12/2016,22:00,23:30,"Are you a new fan fiction writer just starting out? Or are you writer with a few fics under your belt looking for some pointers? Then this is the panel for you! Here in fanfiction 101 and 102 we'll go over the basics of fanfiction as well as some of the finer nuances of writing. Hosted by SinclairSlick.  (SinclairSlick)","P4","Art",
17664,"Last Fujoshi Standing (18+)",08/12/2016,22:00,23:00,"If you’re a yaoi fan who’s seen it all, this is your chance to prove your superiority in all things yaoi by battling other yaoi fans for prizes and street cred. With tricky trivia questions and silly stunts, this panel is as much fun to watch as it is to play. So whether you’re the queen fujoshi or you just want to watch shenanigans, please join us for a showdown in the sakura! Hosted by BL Garden DFW. (Izora Liddel, Melissa, Cho)","P5","Manga",
16974,"Giant Robo",08/12/2016,22:00,00:00,"10 years ago Dr. Shizuma and his colleagues invented the Shizuma drive which is a revolutionizing new form of renewable and recyclable energy. Though they had to pay a heavy price for their success in a catastrophic accident that the world only wants to forget about. However, all is not well as the secret organization Big Fire is hell-bent on taking over the world. They have obtained two of three mysterious Shizuma drive samples with an unknown function, which are an integral part of their world domination plans. The third sample has however been stolen by Dr. Shizuma who during his escape is saved by Daisaku, Giant Robo and the Experts of Justice. Then a desperate struggle begins between the Experts of Justice and Big Fire for the control of the last sample as Big Fire unleashes their mightiest weapon, the Eye of Volger, upon the unsuspecting world. Soon everything points towards the hidden truth behind the accident 10 years ago as the starting point of everything. (Thanks to Bandai Visual)","V1","",
17559,"ReLIFE",08/12/2016,22:00,00:00,"Arata Kaizaki is an unemployed, single 27-year-old who has just been cut off from his parents' financial support. Unable to find a job due to him leaving his previous employer within three months, he is stuck. One night after drinking with a high school friend, Arata meets Ryō Yoake, a man who offers Arata pills to turn him back into a 17-year old so he can redo his life. After agreeing to the experiment, Arata joins a high school class, and meets Chizuru Hishiro, a socially-awkward silent beauty who yearns to have friends. Through connecting with her and other classmates, Arata must find what he lacks to live a happy life in the real world within a one-year time limit. (Thanks to Crunchyroll)","V2","",
16976,"Kaze no Stigma",08/12/2016,22:00,00:00,"Ayano is the heir to the house of Kannagi, a house with ties to the spirit of fire, whose members are all fire users. All except for her cousin, Kazuma. After he was defeated by Ayano, his father banished him from the house in disgrace. Kazuma ran off and changed his surname to Yagami. He formed a contract with the spirit of wind and becomes a powerful wind user. Four years later, he returned. (Thanks to Funimation)","V3","",
17636,"Friday Night Dance",08/12/2016,23:00,03:00,"Party party party!","ME","",
17622,"Props 101",08/12/2016,23:00,00:00,"Want to make props but don't know where to start? Come join us to learn about different materials and methods of building props for cosplay in an interactive demonstration from experienced prop makers: Game That Cosplay & Sledge! (Fishmonkey, Sledge)","P1","Cosplay",
17663,"Ukes in the Mist: A Boys Love Safari (18+)",08/12/2016,23:00,00:00,"Join BL Garden of DFW on an intimate tour of yaoi, bara, and slash to find the most fascinating and exquisite specimens that illustrate the wonders of the bishounen world. This panel reveals the hidden lives of bishounen and is sure to please curious fujoshi and fudanshi alike. (Izora Liddel, Melissa, Cho)","P5","Manga",
17660,"Horror Anime and You!",08/13/2016,00:00,01:00,"Most anime nowadays is tame, like Free! or Attack on Titan. What we want to show you is the rough stuff. The bloody stuff. The good stuff. The stuff that makes you wonder why anyone would think that anime is for little kids. (Shay, Souviet)","P1","Anime",
17661,"Itabags: What is it, and how can I start?",08/13/2016,00:00,01:30,"There's a new fad going around the anime community. Heavily decorated bags covered in nothing but anime merchandise, this Japanese trend is starting to get a bit of attention in the States. So what is it, and how can you get started? Come by to find out! We'll have real life examples, as well as images of over the top bags, and a how-to step by step guide on getting yourself on the right track.   We will also have raffles to help a few lucky winners get a start on their bag! (Ichimatsu, misha)","P3","Anime",
17662,"Takashi Miike Bites The World ",08/13/2016,00:00,02:00,"The mad genius filmmaker behind Ichi the Killer and Audition has directed everything from hard-boiled yakuza flicks to anime adaptations, musicals, and even an English-language Western!     If you wanna see some crazy, violent, gratuitous, hilarious and outright creative movies, come to this panel where [b]YOU[/b] decide whether the clips we share are dark and bloody or surreal and funny.     Will it turn out to be a stomach-churning torturefest, a gut-busting laugh riot, or something in between? The only way you'll know is to come to this panel.    (Kidd The Maniac, Pathos Prime)","P4","Off Topic",
17749,"Hentai Dubbing: Behind the Moans (18+)",08/13/2016,00:00,01:00,"The smash hit from AFest2015 is BACK! This is a largely audience participant event, where we select pairs of people from the audience to dub over hentai scenes. The rest of the audience will vote (via cheering) for their two favorite pairs of dubbers who will face each other in the end for a final dub-0ff. The contestants will get to pick out an assortment of tastefully lewd prizes that we purchase on our own dime. To add a bit of spice to the dubbing, we'll have a draw hat filled with names of iconic voices from video games, anime, movies, etc. Dubbers are encouraged to draw from the hat and will get a piece of candy for mimicking that particular character's voice during their dub. You haven't lived until you've heard Naruto and Christopher Walken dubbing over a hentai.    As you would guess from a panel involving hentai, this is an Adults only event. No exceptions. We will impose all of the same regulations that we did last year: scenes will be appropriately censored, ID's will be checked at the entrance, etc. (OneFrenchToast, Fieren, Dman, BearYeezus)","P5","Anime",
16977,"Metropolis",08/13/2016,00:00,02:00,"Kenichi and his detective uncle, Shunsaku Ban, leave Japan to visit Metropolis, in search of the criminal, Dr. Laughton. However, when they finally find Dr. Laughton, Kenichi and Shunsaku find themselves seperated and plunged into the middle of a larger conspiracy. While Shunsaku searches for his nephew and explanations, Kenichi tries to protect Tima (a mysterious young girl), from Duke Red and his adopted son Rock, both of whom have very different reasons for wanting to find her. (Thanks to Sony Entertainment)","V1","",
16978,"KonoSuba: God's Blessing on This Wonderful World!",08/13/2016,00:00,02:00,"Kazuma Satō is a hikikomori (shut-in) die-hard fan of games, anime, and manga. A traffic accident brings his disappointingly brief life to an end, or it should have, but he wakes up and sees a beautiful girl who introduces herself as a goddess. She asks him if he'd like to go to another world but he can only bring one thing with him. Kazumi chooses to bring the goddess. With that, he is transported to another world and his great adventure subjugating the demon king begins, but first the hard work of finding food, clothing, and shelter begins. Kazuma wants to live in peace, but the goddess raises one problem after another, and then the demon king's army has its eyes set on him. (Thanks to Crunchyroll)","V2","",
16979,"King of Thorn",08/13/2016,00:00,02:00,"Medusa Virus, a sickness that turns its victims to stone, begins to ravage the people of Earth. In a desperate attempt to save humanity's future, a select group are chosen for the only cure: cryogenic sleep for many years into the future. The groups are chosen and put to sleep, only to wake up early to a nightmare: freakish creatures are destroying the cryo facility that the chosen survivors have awoken in. Without knowing what these creatures are, why they are being attacked, or even the condition of mankind, the remnants of civilization must band together and fight these monsters in order to survive and escape the cryogenics facility in an attempt to discover what exactly has happened to the Earth since they entered their exclusive slumber. (Thanks to Funimation)","V3","",
16547,"Pathfinder Society 7-14: Faithless and Forgotten Part 1",08/13/2016,00:30,05:30,"Ever since the tragedy at Delvehaven decades ago, the infernal empire Cheliax has rarely allowed Pathfinders to explore its many ruins and archaeological treasures—even then only after its recently disenfranchised liaison Zarta Dralneen fought for that privilege. Cheliax has once again extended its hand to the Society, inviting its agents to investigate an abandoned keep that dates back to the Chelish civil war. It’s up to the PCs to navigate the Corentyn’s streets and politics as they uncover the buried past and lay the foundation for a new partnership with a one-time foe. “Let Bygones Be” is the first scenario in the three-part Faithless and Forgotten campaign arc. It is followed by Pathfinder Society Scenario #7-16: “Lost Colony of Taldor” and Pathfinder Society Scenario #7-18: “The Infernal Inheritance.” All three chapters are intended to be played in order. (Level 1-5)","G6A","",
16548,"Pathfinder Society 7-07: Trouble in Tamran",08/13/2016,00:30,05:30,"Less than a decade ago, the Pathfinder Society established a lodge in Nirmathas, an act that infuriated the nation's expansionist rival Molthune. The latter outlawed the Society soon after, and ever since Pathfinders have relied on smugglers like the Varisian entrepreneur Guaril Karela to slip supplies past the Molthuni blockade for both the lodge and the Society's war-torn neighbors. Something has intercepted those shipments. Can the PCs uncover the culprit and save the Society's reputation in Nirmathas? (Level 3-7)","G6B","",
16549,"Pathfinder Society 7-10: The Consortium Compact",08/13/2016,00:30,05:30,"The Aspis Consortium pays well, but few can stand its underhanded tactics for long. One operative fed up with the Consortium's practices has contacted the Pathfinder Society with a tempting offer: assist her in leaving the organization, and she will supply the Society with years of insider intelligence about their longstanding rival. It's up to the PCs to navigate Diobel—a proud town run by cutthroat smugglers—earn the defector's trust, and deal a telling blow to their Aspis foes. (Level 1-2)","G6C","",
17845,"The Irresponsible Captain Tylor",08/13/2016,02:00,04:00,"Justy Ueki Tylor thought a career in the United Planets Space Force would give him an easy life: enlist, get a desk job, spend the rest of his life in quiet, boring comfort. No sooner does he take the qualifying exam than war breaks out with the Raalgon Empire, and circumstances quickly conspire to land this volunteer off the street in command of the cruiser 'Soyokaze'. Now Tylor faces two uphill battles—against the Raalgon fleet that wants to kill him, and against his own crew, who expect him to conform to some standard of military discipline. But as the war rages, Tylor's easy-going ways might have a better chance of converting his crew than vice-versa. (Thanks to Right Stuf Entertainment)","V1","",
16981,"Bokurano",08/13/2016,02:00,04:00,"During a summer camp, 15 children, 8 males and 7 females, find a grotto by the sea. Deep within they discover working computers and some electronic equipment, and later the owner, a man called Kokopelli. Kokopelli claimed to be a programmer working on a brand new game, in which a large robot has to defend the Earth against fifteen alien invasions. He persuades the children to test the game and sign a contract. All but one of them signs; barely a moment later they mysteriously awaken on the shore believing what happened was just a dream. (Thanks to Crunchyroll)","V2","",
16982,"Jormungand",08/13/2016,02:00,04:00,"The series follows Koko Hekmatyar, a young arms dealer who sells weapons under HCLI, an international shipping corporation that secretly deals in the arms trade. As one of the company's unofficial weapon dealers, she secretly sells weapons in many countries while avoiding the local authorities and law enforcement as most of her work is actually illegal under international law. Traveling with her is her team of bodyguards who are mostly composed of ex-military veterans. Her latest addition to her crew is Jonah, a seemingly emotionless child soldier who is skilled in combat yet ironically hates arms dealers. Jonah joins Koko as he wishes to find the arms dealer responsible for his family's death. What follows is Koko and her crew's escapades around the world. (Thanks to Funimation)","V3","",
16983,"Kurogane Communication",08/13/2016,04:00,06:00,"The Earth is deserted. The human race has been wiped out. Robots now inhabit the world. However, only one human remains. A young girl named Haruka is the last human left on Earth. With the help of 5 robot friends, she will find out how the Earth became a place for robots, and her own past. (Thanks to Pony Canyon)","V1","",
16984,"No. 6",08/13/2016,04:00,06:00,"Sion is a bright teenager living a comfortable and promising life inside No. 6, one of this six remaining city-states created by The Babylon Treaty after the last great war devastated the world. On the rainy evening of his twelfth birthday, he meets a savvy adolescent who calls himself 'Nezumi' (Rat) and is desperately trying to runaway from the authorities. For helping a fugitive of the state, Sion is stripped of all his privileges. Four years later, they meet once again. For better or for worse, Sion is about to unravel the secrets guarded deep inside No. 6. (Thanks to Crunchyroll)","V2","",
16985,"Speed Grapher",08/13/2016,04:00,06:00,"Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seeks to satisfy their desires and derive pleasure for themselves, and Tokyo has materialise into such a city as a result. Saiga, once a war photographer, works for Hibara Ginza in the capitalist state of Tokyo. He infiltrates into Roppongi Club, a secretive base located in the red district area of the city, to collect information about them. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode once photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary battle. (Thanks to Funimation)","V3","",
16986,"Video Room Closed",08/13/2016,06:00,07:00,"The video room will be closed at this time for cleaning and maintenance. We thank you for your understanding.","V1","",
16987,"Video Room Closed",08/13/2016,06:00,07:00,"The video room will be closed at this time for cleaning and maintenance. We thank you for your understanding.","V2","",
16988,"Video Room Closed",08/13/2016,06:00,07:00,"The video room will be closed at this time for cleaning and maintenance. We thank you for your understanding.","V3","",
16995,"xxxHolic: Midsummer Night's Dream",08/13/2016,07:00,08:00,"Yūko receives an invitation for the opening of an auction from a mysterious unknown sender. Likewise, fanatical collectors are summoned to an old mansion whose owner doesn't make an appearance. One after another, each collector disappears and a number of other strange occurrences happen during the night. The questions of what exactly it is that's being auctioned and who the owner of the mansion is must be solved in order for Yūko and Watanuki to get to the bottom of this. (Thanks to Funimation)","V1","",
16996,"Blassreiter",08/13/2016,07:00,08:00,"Faced with an outbreak of demonic blood, which transforms humans into insane and hideous creatures bent on violence and death, only one man can stand against the tide of destruction. Joseph Jobson, the only man able to control his cursed demonic form, must hunt down the man who cursed him and save the world from apocalypse. (Thanks to Crunchyroll)","V2","",
16997,"Rosario + Vampire",08/13/2016,07:00,08:00,"Due to poor grades, Tsukune Aono, an average high school student, has been unable to get accepted into any private academy of his choice. By exceptional accident, the only school to accept him turns out to be anything but ordinary; the school is attended by youkai disguised as humans. Fearing for his life, he attempts to escape only to meet Moka Akashiya, a beautiful girl who just happens to be a vampire. Despite this, Tsukune decides to stay at the academy, hiding his human nature from students and teachers. Tsukune also discovers that when the rosary around Moka's neck is removed, her true nature emerges. (Thanks to Funimation)","V3","",
18360,"Registration",08/13/2016,08:00,20:00,"AnimeFest Member Registration","RG","",
16998,"Darker Than Black",08/13/2016,08:00,10:00,"In Tokyo, an impenetrable field known as 'Hell's Gate' appeared ten years ago. At the same time, psychics who wield paranormal powers at the cost of their conscience also emerged. Hei is one of the most powerful of these psychic agents, and along with his blind associate, Yin, works for one of the many rival agencies vying to unlock the mysteries of Hell's Gate. (Thanks to TBS)","V1","",
16999,"The Place Promised in Our Early Days",08/13/2016,08:00,10:00,"In an alternate timeline, Japan was divided after losing World War II: Hokkaido was annexed by 'Union' while Honshu and other southern islands were under US sovereignty. A gigantic yet mysterious tower was constructed at Hokkaido and could be seen clearly from Aomori (the northernmost prefecture of Honshu) across Tsugaru Strait. In the summer of 1996, three 9th-graders had made a promise that one day they'll build an aircraft and unravel the tower's mystery, but their project was abandoned after the girl, Sayuri Sawatari, began experiencing sleeping sickness and transferred to Tokyo for better treatment. Three years later, Hiroki Fujisawa accidentally found out that Sayuri had been in coma since then, and he asked Takuya Shirakawa to help him finding a way to revive her. What they don't know yet is that Sayuri's unconsciousness is somehow linked with secrets of the tower and the world. (Thanks to Crunchyroll)","V2","",
17000,"Okami-san & Her Seven Companions",08/13/2016,08:00,10:00,"Ryōko Ōkami is a spunky high school girl who is a member of a 'fixer' club called the Otogi High School Bank. She fixes the school's problems with her partner Ringo Akai ('Akazukin-chan'). (Thanks to Funimation)","V3","",
17324,"Doodle City Demo",08/13/2016,09:00,10:00,"Doodle City is a quick family game of city building. By drawing a network of roads on their play sheet, players are building a city and trying to score points for their hotels, shops and taxis — all while avoiding pollution.","BG1","",
17088,"Fiasco",08/13/2016,09:00,13:00,"FIASCO is an award-winning, GM-less game for 3-5 players, designed to be played in a few hours with six-sided dice and no preparation. During a game you will engineer and play out stupid, disastrous situations, usually at the intersection of greed, fear, and lust. It’s like making your own Coen brothers movie, in about the same amount of time it’d take to watch one.","G1","",
16550,"Pathfinder Society Intro - Phantom Phenomena",08/13/2016,09:00,14:00,"Bizarre phenomena have tormented the people of south eastern Ustalav for decades, and these events become stronger and more dangerous every year. Hoping to uncover the origins of these flashes of red lightning and spectral hauntings, Dr. Quolorum from the Sincomakti School of Sciences has set out with a team of able-bodied assistants. Can the PCs help the professor unlock the secret that dwells above Lantern Lake? (Level 1)","G6A","",
16551,"Pathfinder Society 7-21: The Sun Orchid Scheme",08/13/2016,09:00,14:00,"With the power to vastly extend life, the sun orchid elixir is one of the most prized items in the Inner Sea—and as a result one of the most dangerous to transport. After his shipments of sun orchid elixir vanished without a trace two years in a row, the ruler of Pashow is desperate to ensure that his next delivery goes off without a hitch. In order to test its security, Pashow has hired a team of Pathfinders to execute their finest heist and test the convoy’s defenses. Are the PCs up to the challenge? (Level 1-5)","G6B","",
16552,"Pathfinder Society 7-19: Labyrinth of Hungry Ghosts",08/13/2016,09:00,14:00,"Following a successful mission into the mist-shrouded and shifting Gloomspires, the Pathfinder Society sent another team to explore the tomb of the legendary pirate Sevenfingers. Unfortunately, this team never returned. The spires have momentarily halted, allowing a new team to brave the tomb’s many dangers, hopefully rescuing their allies in the process. (Level 3-7)","G6C","",
16553,"Pathfinder Society 7-98: Serpent's Ire",08/13/2016,09:00,14:00,"A parasitic faction known as the Korholm Agenda has tried to corrupt the upstanding Aspis Consortium from the inside out, all in the vain pursuit of revenge and profit. Now one of the powerful Aspis Patrons has learned that the Korholm Agenda has siphoned the Consortium’s funding to build a base of operations in Nidal. This shall not stand. He has assembled a team of top agents—including both new faces and veterans of the attack on the Grand Lodge a year ago—to infiltrate the operation and shut it down by any means necessary. In this adventure the players portray agents of the Aspis Consortium using 8th-level pregenerated characters. Content in 'Serpents’ Ire' also ties into a special metaplot element from Pathfinder Society Special #6–98: 'Serpents Rise.' Players who have completed that special event are encouraged to bring its Chronicle sheet when playing this adventure. (Pregen 8)","G6D","",
